batter,runs,balls,fours,sixes,strike_rate,dismissal
VVS Laxman,0,6,0,0,0.0,c Shukla b Dinda
Adam Gilchrist,23,22,1,2,104.55,c Mohammad Hafeez b Kartik
Andrew Symonds,32,39,2,2,82.05,c Hussey b Agarkar
Scott Styris,6,7,1,0,85.71,b Mohammad Hafeez
Chaminda Vaas,0,1,0,0,0.0,c Ganguly b Agarkar
Venugopal Rao,14,14,1,0,100.0,c Kartik b Sharma
RP Singh,1,2,0,0,50.0,not out
Rohit Sharma,0,3,0,0,0.0,c Saha b Kartik
Arjun Yadav,10,10,0,1,100.0,c Dinda b Hussey
Sanjay Bangar,14,10,1,1,140.0,c Saha b Kartik
