over,runs,wickets
1,8,0
2,2,0
3,8,0
4,6,0
5,15,0
6,12,0
7,9,0
8,3,0
9,14,0
10,14,0
11,6,0
12,2,0
13,1,0
14,6,0
15,11,0
16,14,0
17,12,0
18,4,0
19,11,0
20,11,0
