bowler,overs,maidens,runs,wickets,economy
Sandeep Sharma,4,0,29,1,7.25
Mohit Sharma,4,0,39,1,9.75
Kyle Abbott,3,0,25,0,8.33
Axar Patel,4,0,43,1,10.75
Gurkeerat Singh Mann,2,0,15,2,7.5
Rishi Dhawan,3,0,21,1,7.0
