batter,runs,balls,fours,sixes,strike_rate,dismissal
Chris Gayle,32,21,2,3,152.38,c Warner b Deepak Hooda
Mandeep Singh,24,16,5,0,150.0,b Rashid Khan
Travis Head,30,22,3,0,136.36,c Yuvraj b Rashid Khan
Kedar Jadhav,31,16,4,1,193.75,run out (Cutting)
Shane Watson,22,17,1,1,129.41,c Henriques b Nehra
Sachin Baby,1,3,0,0,33.33,c Henriques b Bipul Sharma
Stuart Binny,11,10,0,1,110.0,c Yuvraj b Bhuvneshwar
Sreenath Aravind,0,2,0,0,0.0,b Nehra
Tymal Mills,6,3,0,1,200.0,c Warner b Bhuvneshwar
Yuzvendra Chahal,3,7,0,0,42.86,run out ((sub)Chris Jordan)
Aniket Choudhary,6,2,0,1,300.0,not out
