batter,runs,balls,fours,sixes,strike_rate,dismissal
Quinton de Kock,7,10,0,1,70.0,b Mukesh Choudhary
Danish Malewar,0,1,0,0,0.0,c Sanju Samson b Akeal Hosein
Naman Dhir,0,3,0,0,0.0,b Akeal Hosein
Suryakumar Yadav,36,30,5,0,120.0,c Sarfaraz Khan b Akeal Hosein
Tilak Varma,37,29,5,0,127.59,b Akeal Hosein
Hardik Pandya,1,2,0,0,50.0,c Mukesh Choudhary b Noor Ahmad
Sherfane Rutherford,0,1,0,0,0.0,c Anshul Kamboj b Noor Ahmad
Shardul Thakur,6,12,0,0,50.0,c Dewald Brevis b Anshul Kamboj
Krish Bhagat,7,15,0,0,46.67,c Gurjapneet Singh b Jamie Overton
Ashwani Kumar,1,6,0,0,16.67,not out
Jasprit Bumrah,2,5,0,0,40.0,c Sanju Samson b Gurjapneet Singh
