batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,34,23,5,1,147.83,c L Balaji b J Unadkat
Irfan Pathan,9,12,0,1,75.0,c R Doeschate b I Abdulla
James Hopes,25,30,1,1,83.33,c M Tiwary b I Abdulla
Venugopal Rao,19,18,2,0,105.56,run out (B Lee)
Morne Morkel,6,5,1,0,120.0,not out
Naman Ojha,1,2,0,0,50.0,c B Lee b I Abdulla
David Warner,2,6,0,0,33.33,b L Balaji
Yogesh Nagar,19,12,0,2,158.33,c S Goswami b L Balaji
Umesh Yadav,1,1,0,0,100.0,not out
Travis Birt,8,11,0,0,72.73,c (sub)S Hasan b Y Pathan
