over,runs,wickets
1,5,0
2,1,0
3,3,0
4,6,0
5,11,0
6,8,0
7,9,0
8,4,0
9,14,0
10,11,0
11,4,0
12,8,0
13,23,0
14,3,0
15,6,0
16,15,0
17,6,0
18,6,0
19,3,0
20,0,0
