batter,runs,balls,fours,sixes,strike_rate,dismissal
Prithvi Shaw,5,7,1,0,71.43,c Rayudu b Tushar Deshpande
David Warner,86,58,7,5,148.28,c Ruturaj Gaikwad b Matheesha Pathirana
Philip Salt,3,6,0,0,50.0,c Ajinkya Rahane b D Chahar
Rilee Rossouw,0,1,0,0,0.0,b D Chahar
Yash Dhull,13,15,1,0,86.67,c Tushar Deshpande b Ravindra Jadeja
Axar Patel,15,8,1,1,187.5,c Ruturaj Gaikwad b D Chahar
Aman Hakim Khan,7,9,1,0,77.78,c Moeen b Matheesha Pathirana
Lalit Yadav,6,12,0,0,50.0,c Moeen b M Theekshana
Anrich Nortje,0,1,0,0,0.0,not out
Kuldeep Yadav,0,1,0,0,0.0,lbw b M Theekshana
Chetan Sakariya,0,2,0,0,0.0,not out
