over,runs,wickets
1,6,0
2,1,0
3,9,0
4,9,0
5,20,0
6,11,0
7,15,0
8,5,0
9,15,0
10,5,0
11,7,0
12,5,0
13,15,0
14,8,0
15,6,0
16,12,0
17,21,0
18,17,0
19,11,0
20,13,0
