bowler,overs,maidens,runs,wickets,economy
Irfan Pathan,4,0,24,0,6.0
Venugopal Rao,1,0,13,0,13.0
Morne Morkel,4,0,32,0,8.0
Varun Aaron,4,0,19,2,4.75
Pawan Negi,3,0,24,1,8.0
Umesh Yadav,4,0,21,3,5.25
