batter,runs,balls,fours,sixes,strike_rate,dismissal
Azhar Mahmood,9,7,1,0,128.57,c I Pathan b U Yadav
Piyush Chawla,10,14,0,0,71.43,c N Ojha b U Yadav
David Hussey,40,35,5,1,114.29,not out
Shaun Marsh,13,15,3,0,86.67,c N Ojha b V Aaron
Praveen Kumar,8,5,1,0,160.0,run out (V Aaron)
Nitin Saini,15,15,2,0,100.0,c V Sehwag b U Yadav
Mandeep Singh,21,12,5,0,175.0,c V Sehwag b V Aaron
David Miller,4,7,0,0,57.14,run out (Pawan Negi)
Parvinder Awana,4,5,0,0,80.0,not out
Gurkeerat Singh Mann,8,5,2,0,160.0,st N Ojha b Pawan Negi
