bowler,overs,maidens,runs,wickets,economy
Dimitri Mascarenhas,4,0,28,2,7.0
Kamran Khan,4,0,35,1,8.75
Munaf Patel,4,1,14,2,3.5
Shane Warne,4,0,32,2,8.0
Ravindra Jadeja,2,0,17,0,8.5
Yusuf Pathan,2,0,14,0,7.0
