bowler,overs,maidens,runs,wickets,economy
Jayant Yadav,4,0,26,0,6.5
Rabada,4,0,59,0,14.8
Chris Morris,4,0,36,0,9.0
Shami,4,0,36,2,9.0
A Mishra,4,0,23,1,5.8
