bowler,overs,maidens,runs,wickets,economy
Shardul Thakur,4,0,44,2,11.0
Khaleel Ahmed,4,0,30,3,7.5
Anrich Nortje,4,0,35,1,8.8
Mitchell Marsh,4,0,36,1,9.0
Kuldeep Yadav,4,0,40,1,10.0
