batter,runs,balls,fours,sixes,strike_rate,dismissal
Abhishek Sharma,7,6,1,0,116.67,c Kuldeep Yadav b Khaleel Ahmed
Kane Williamson,4,11,1,0,36.36,c Pant b Nortje
Rahul Tripathi,22,18,2,1,122.22,c Thakur b Mitchell Marsh
Aiden Markram,42,25,4,3,168.0,c Kuldeep Yadav b Khaleel Ahmed
Nicholas Pooran,62,34,2,6,182.35,c Rovman Powell b Thakur
Shashank Singh,10,6,2,0,166.67,c Nortje b Thakur
Sean Abbott,7,5,0,1,140.0,c Ripal Patel b Khaleel Ahmed
Shreyas Gopal,9,7,2,0,128.57,not out
Kartik Tyagi,7,5,1,0,140.0,b Kuldeep Yadav
Bhuvneshwar Kumar,5,3,1,0,166.67,not out
