batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,61,49,9,1,124.49,c Rawat b Trivedi
Scott Styris,13,11,0,1,118.18,c Warne b Pathan
Shahid Afridi,1,3,0,0,33.33,c MM Patel b Warne
Herschelle Gibbs,19,20,2,0,95.0,c Rawat b MM Patel
Venugopal Rao,23,11,3,1,209.09,not out
RP Singh,2,3,0,0,66.67,run out (Rawat/Sohail Tanvir)
Rohit Sharma,5,8,0,0,62.5,run out (Warne)
Pragyan Ojha,1,2,0,0,50.0,not out
Dwaraka Ravi Teja,6,8,1,0,75.0,lbw b Warne
Sanjay Bangar,3,6,0,0,50.0,c Rawat b Watson
