batter,runs,balls,fours,sixes,strike_rate,dismissal
Ajinkya Rahane,27,20,4,0,135.0,b Ashwin
Jos Buttler,69,43,10,2,160.47,run out (Ashwin)
Sanju Samson,30,25,0,1,120.0,c Ashwin b Sam Curran
Steven Smith,20,16,1,1,125.0,c Rahul b Sam Curran
Ben Stokes,6,2,0,1,300.0,c (sub)Nair b Mujeeb
Rahul Tripathi,1,4,0,0,25.0,c Rahul b Mujeeb
Krishnappa Gowtham,3,4,0,0,75.0,c Shami b Rajpoot
Jofra Archer,2,2,0,0,100.0,run out (Pooran/Shami)
Jaydev Unadkat,1,2,0,0,50.0,c and b Rajpoot
Shreyas Gopal,1,1,0,0,100.0,not out
Dhawal Kulkarni,5,3,1,0,166.67,not out
