batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,48,45,7,0,106.67,c Vijay b Jakati
Zaheer Khan,1,3,0,0,33.33,run out (Ashwin/Dhoni)
Harbhajan Singh,1,2,0,0,50.0,lbw b Raina
Lasith Malinga,1,1,0,0,100.0,not out
Jean-Paul Duminy,6,7,0,0,85.71,c Jakati b Muralitharan
Dilhara Fernando,2,2,0,0,100.0,not out
Kieron Pollard,27,10,3,2,270.0,c Hayden b Morkel
Shikhar Dhawan,0,8,0,0,0.0,c Dhoni b Bollinger
Abhishek Nayar,27,26,1,2,103.85,run out (Dhoni)
Saurabh Tiwary,0,2,0,0,0.0,c Raina b Jakati
Ambati Rayudu,21,14,1,1,150.0,run out (Vijay/Dhoni/Morkel)
