batter,runs,balls,fours,sixes,strike_rate,dismissal
Samson,5,14,1,0,35.71,c Mohit Sharma b Sandeep Sharma
Billings,0,2,0,0,0.0,c Saha b Sandeep Sharma
Nair,11,10,0,1,110.0,b Axar
Shreyas Iyer,6,7,1,0,85.71,c and b Sandeep Sharma
Pant,3,6,0,0,50.0,lbw b Maxwell
CJ Anderson,18,25,0,1,72.0,b Aaron
Chris Morris,2,5,0,0,40.0,c and b Axar
Rabada,11,20,1,0,55.0,c Shaun Marsh b Sandeep Sharma
A Mishra,4,9,0,0,44.44,not out
Shami,2,4,0,0,50.0,c Sandeep Sharma b Aaron
Nadeem,0,1,0,0,0.0,c and b Mohit Sharma
