over,runs,wickets
1,5,0
2,11,0
3,16,0
4,7,0
5,6,0
6,16,0
7,4,0
8,8,0
9,15,0
10,10,0
11,3,0
12,6,0
13,14,0
14,8,0
15,7,0
16,4,0
17,4,0
18,8,0
19,7,0
20,19,0
