over,runs,wickets
1,9,0
2,11,0
3,10,0
4,3,0
5,6,0
6,7,0
7,14,0
8,8,0
9,7,0
10,8,0
11,3,0
12,6,0
13,11,0
14,4,0
15,13,0
16,16,0
17,4,0
18,11,0
19,8,0
20,15,0
