Stat,Test,ODI,T20,IPL
Matches,0,40,96,6
Innings,0,30,37,3
Runs,0,309,293,18
Balls,0,396,262,12
Highest,0,60,44,16
Average,0,14.71,14.65,0
SR,0,78.04,111.84,150.00
Not Out,0,9,17,3
Fours,0,18,18,1
Sixes,0,12,15,1
Ducks,0,3,4,0
