bowler,overs,maidens,runs,wickets,economy
Tim Southee,3.0,0,10,1,3.3
Pat Cummins,4.0,0,22,3,5.5
Andre Russell,2.3,0,22,2,8.8
Sunil Narine,4.0,0,21,0,5.2
Varun Chakaravarthy,3.0,0,22,1,7.3
Venkatesh Iyer,1.0,0,8,0,8.0
