batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit Sharma,2,6,0,0,33.33,c Jackson b Southee
Ishan Kishan,51,43,5,1,118.6,c Rinku Singh b Cummins
Tilak Varma,6,5,1,0,120.0,c Nitish Rana b Russell
Ramandeep Singh,12,16,0,0,75.0,c Nitish Rana b Russell
Tim David,13,9,3,0,144.44,c Rahane b Chakaravarthy
Kieron Pollard,15,16,0,1,93.75,run out (Chakaravarthy/Shreyas Iyer)
Daniel Sams,1,2,0,0,50.0,c Jackson b Cummins
Murugan Ashwin,0,2,0,0,0.0,c Chakaravarthy b Cummins
Kumar Kartikeya,3,5,0,0,60.0,run out (Rahane/Jackson)
Riley Meredith,0,1,0,0,0.0,not out
