Stat,Test,ODI,T20,IPL
Matches,6,117,115,146
Innings,9,89,70,72
Runs,154,1393,622,620
Balls,180,1328,470,394
Highest,51,60,48,79
Average,17.11,19.08,14.81,14.09
SR,85.56,104.90,132.35,157.37
Not Out,0,16,28,28
Fours,18,120,41,45
Sixes,4,50,40,41
Ducks,0,8,8,16
