batter,runs,balls,fours,sixes,strike_rate,dismissal
A Rahane,46,41,4,1,112.2,st Uthappa b Narine
R Tripathi,38,23,7,0,165.22,b Chawla
Steven Smith,51,37,4,1,137.84,not out
Dhoni,23,11,1,2,209.09,st Uthappa b Kuldeep Yadav
Manoj Tiwary,1,2,0,0,50.0,st Uthappa b Kuldeep Yadav
Christian,16,6,0,2,266.67,c M Pandey b Umesh
