batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,20,17,3,0,117.65,b R Jadeja
Cameron White,23,16,2,1,143.75,c S Raina b S Jakati
Dale Steyn,5,8,0,0,62.5,lbw b R Jadeja
Manpreet Gony,4,8,0,0,50.0,c S Raina b R Jadeja
Shikhar Dhawan,21,18,3,0,116.67,c DJ Bravo b S Raina
Dwaraka Ravi Teja,0,2,0,0,0.0,st M Dhoni b R Jadeja
Bharath Chipli,10,9,0,1,111.11,b R Jadeja
Daniel Christian,2,3,0,0,66.67,c DJ Bravo b S Jakati
Daniel Harris,15,14,3,0,107.14,c M Dhoni b D Bollinger
Ankit Sharma,15,8,0,2,187.5,c A Morkel b D Bollinger
