batter,runs,balls,fours,sixes,strike_rate,dismissal
Ajinkya Rahane,8,10,0,0,80.0,c Eshan Malinga b Jaydev Unadkat
Finn Allen,28,7,4,2,400.0,c and b Harsh Dubey
Angkrish Raghuvanshi,52,29,6,2,179.31,run out (Eshan Malinga/Shivang Kumar)
Cameron Green,2,2,0,0,100.0,run out (Eshan Malinga)
Rinku Singh,35,25,4,1,140.0,c Jaydev Unadkat b Nitish Reddy
Anukul Roy,0,2,0,0,0.0,c Ishan Kishan b Nitish Reddy
Ramandeep Singh,10,9,1,0,111.11,c Jaydev Unadkat b Eshan Malinga
Sunil Narine,12,4,0,2,300.0,c Aniket Verma b Eshan Malinga
Kartik Tyagi,5,5,1,0,100.0,c Ishan Kishan b Jaydev Unadkat
Vaibhav Arora,1,2,0,0,50.0,not out
Varun Chakaravarthy,0,1,0,0,0.0,b Jaydev Unadkat
