bowler,overs,maidens,runs,wickets,economy
Khaleel Ahmed,4,0,45,2,11.2
Mukesh Choudhary,2,0,21,1,10.5
Ashwin,4,0,48,2,12.0
Ravindra Jadeja,3,0,18,0,6.0
Noor Ahmad,3,0,32,1,10.7
Matheesha Pathirana,4,0,52,0,13.0
