Stat,Test,ODI,T20,IPL
Matches,72,90,57,76
Innings,134,90,57,76
Balls,14391,4683,1254,1713
Runs,6946,4116,1556,2520
Maidens,521,46,4,2
Wickets,315,143,66,83
Avg,22.05,28.78,23.58,30.36
Eco,2.9,5.27,7.44,8.83
SR,45.69,32.75,19.0,20.64
BBI,6/23,5/70,3/15,4/34
BBM,10/62,5/70,3/15,4/34
