over,runs,wickets
1,1,0
2,12,0
3,2,0
4,17,0
5,11,0
6,12,0
7,9,0
8,4,0
9,6,0
10,10,0
11,4,0
12,6,0
13,6,0
14,21,0
15,11,0
16,14,0
17,6,0
18,6,0
19,24,0
20,9,0
