batter,runs,balls,fours,sixes,strike_rate,dismissal
Ishan Kishan,13,7,1,1,185.71,b Starc
Rohit Sharma,11,12,0,1,91.67,c Manish Pandey b Narine
Naman Dhir,11,11,2,0,100.0,b Chakaravarthy
Suryakumar Yadav,56,35,6,2,160.0,c Salt b Russell
Tilak Varma,4,6,0,0,66.67,c Narine b Chakaravarthy
Nehal Wadhera,6,11,1,0,54.55,b Narine
Hardik Pandya,1,3,0,0,33.33,c Manish Pandey b Russell
Tim David,24,20,1,1,120.0,c Shreyas Iyer b Starc
Gerald Coetzee,8,7,0,1,114.29,b Starc
Piyush Chawla,0,1,0,0,0.0,c Narine b Starc
Jasprit Bumrah,1,1,0,0,100.0,not out
