batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,66,51,9,1,129.41,c Jayawardene b Singh
Zaheer Khan,0,1,0,0,0.0,b Chawla
Anil Kumble,3,7,0,0,42.86,run out (Kaul)
Jacques Kallis,0,3,0,0,0.0,run out (Marsh)
Misbah-ul-Haq,8,7,1,0,114.29,lbw b Chawla
Cameron White,0,1,0,0,0.0,b Sreesanth
Wasim Jaffer,0,4,0,0,0.0,c Kaul b Sreesanth
Dale Steyn,1,3,0,0,33.33,not out
Praveen Kumar,0,2,0,0,0.0,c Kaul b Chawla
Virat Kohli,34,36,5,0,94.44,c Sreesanth b Pathan
Devraj Patil,4,1,1,0,400.0,run out (Pathan)
