Stat,Test,ODI,T20,IPL
Matches,6,65,51,197
Innings,7,45,23,126
Runs,40,363,155,1820
Balls,92,440,138,1101
Highest,22,36,30,109
Average,8,11,10.33,17.5
SR,43.48,82.50,112.32,165.31
Not Out,2,12,8,22
Fours,4,36,13,191
Sixes,1,12,5,120
Ducks,1,8,2,18
