batter,runs,balls,fours,sixes,strike_rate,dismissal
Sai Sudharsan,73,44,9,3,165.91,c Tushar Deshpande b Ravi Bishnoi
Kumar Kushagra,18,14,3,0,128.57,c Shimron Hetmyer b Riyan Parag
Jos Buttler,26,14,5,0,185.71,c Sandeep Sharma b Nandre Burger
Glenn Phillips,3,4,0,0,75.0,c Jofra Archer b Ravi Bishnoi
Washington Sundar,4,2,1,0,200.0,c Ravindra Jadeja b Ravi Bishnoi
Rahul Tewatia,12,6,1,1,200.0,c Dhruv Jurel b Ravi Bishnoi
Shahrukh Khan,11,4,1,1,275.0,run out (Ravindra Jadeja/Dhruv Jurel)
Rashid Khan,24,16,3,0,150.0,c Jofra Archer b Tushar Deshpande
Kagiso Rabada,23,16,1,2,143.75,not out
Ashok Sharma,0,1,0,0,0.0,not out
