bowler,overs,maidens,runs,wickets,economy
Thakur,4,0,47,0,11.8
Khaleel Ahmed,4,0,27,2,6.8
Axar,4,0,40,0,10.0
K Nagarkoti,2,0,29,0,14.5
Kuldeep Yadav,4,0,18,3,4.5
Lalit Yadav,2,0,15,0,7.5
