Stat,Test,ODI,T20,IPL
Matches,0,0,0,10
Innings,0,0,0,8
Runs,0,0,0,95
Balls,0,0,0,59
Highest,0,0,0,30
Average,0,0,0,19
SR,0,0,0,161.02
Not Out,0,0,0,3
Fours,0,0,0,6
Sixes,0,0,0,8
Ducks,0,0,0,1
