batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,0,1,0,0,0.0,b R Dhawan
Brad Hodge,31,18,2,2,172.22,st W Saha b A Patel
Ajinkya Rahane,23,26,2,0,88.46,b R Dhawan
Stuart Binny,7,10,0,0,70.0,c S Marsh b Karanveer Singh
Kevon Cooper,2,2,0,0,100.0,c S Marsh b A Patel
Vikramjeet Singh Malik,1,2,0,0,50.0,not out
James Faulkner,35,13,1,4,269.23,not out
Karun Nair,11,6,2,0,183.33,c Bailey b Balaji
Sanju Samson,30,29,2,1,103.45,st W Saha b Karanveer Singh
Rahul Tewatia,16,13,0,1,123.08,c Karanveer Singh b A Patel
