bowler,overs,maidens,runs,wickets,economy
Rajpoot,4,0,46,0,11.5
Shami,4,0,53,1,13.2
M Ashwin,4,0,31,1,7.8
Ashwin,4,0,15,1,3.8
Viljoen,4,0,51,1,12.8
