over,runs,wickets
1,5,0
2,10,0
3,3,0
4,8,0
5,4,0
6,14,0
7,7,0
8,12,0
9,4,0
10,9,0
11,7,0
12,8,0
13,11,0
14,9,0
15,13,0
16,14,0
17,17,0
18,7,0
19,20,0
20,17,0
