batter,runs,balls,fours,sixes,strike_rate,dismissal
du Plessis,5,7,1,0,71.43,b Marco Jansen
Anuj Rawat,0,2,0,0,0.0,c Markram b Marco Jansen
Kohli,0,1,0,0,0.0,c Markram b Marco Jansen
Maxwell,12,11,2,0,109.09,c Williamson b T Natarajan
Prabhudessai,15,20,1,0,75.0,st Pooran b J Suchith
Shahbaz Ahmed,7,12,1,0,58.33,c Pooran b Umran Malik
Karthik,0,3,0,0,0.0,c Pooran b J Suchith
Harshal Patel,4,8,0,0,50.0,b T Natarajan
W Hasaranga,8,19,1,0,42.11,b T Natarajan
Hazlewood,3,11,0,0,27.27,not out
Siraj,2,4,0,0,50.0,c Williamson b Bhuvneshwar
