bowler,overs,maidens,runs,wickets,economy
Ben Hilfenhaus,4.0,0,32,1,8.0
Ishwar Pandey,4.0,1,22,1,5.5
Ravichandran Ashwin,3.5,0,27,1,7.71
Ravindra Jadeja,4.0,0,33,4,8.25
Suresh Raina,2.0,0,6,0,3.0
Mohit Sharma,2.0,0,13,1,6.5
