batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,0,2,0,0,0.0,c Ajinkya Rahane b D Chahar
Philip Salt,17,11,1,2,154.55,c Rayudu b D Chahar
Mitchell Marsh,5,4,1,0,125.0,run out (Ajinkya Rahane)
Manish Pandey,27,29,1,2,93.1,lbw b Matheesha Pathirana
Rilee Rossouw,35,37,2,1,94.59,c Matheesha Pathirana b Ravindra Jadeja
Ripal Patel,10,16,0,0,62.5,run out (Moeen)
Axar Patel,21,12,2,1,175.0,c Ajinkya Rahane b Matheesha Pathirana
Aman Hakim Khan,2,3,0,0,66.67,not out
Lalit Yadav,12,5,3,0,240.0,b Matheesha Pathirana
Kuldeep Yadav,0,1,0,0,0.0,not out
