over,runs,wickets
1,9,0
2,6,0
3,11,0
4,10,0
5,20,0
6,11,0
7,7,0
8,8,0
9,16,0
10,6,0
11,22,0
12,12,0
13,13,0
14,9,0
15,23,0
16,6,0
17,13,0
18,14,0
19,6,0
20,20,0
