batter,runs,balls,fours,sixes,strike_rate,dismissal
Suryakumar Yadav,34,38,4,0,89.47,c Rashid Khan b Basil Thampi
Evin Lewis,5,9,1,0,55.56,c Manish Pandey b Sandeep Sharma
Ishan Kishan,0,3,0,0,0.0,c (sub)Deepak Hooda b Nabi
Rohit Sharma,2,6,0,0,33.33,c Dhawan b Shakib
Krunal Pandya,24,20,4,0,120.0,lbw b Rashid Khan
Kieron Pollard,9,6,0,1,150.0,c Dhawan b Rashid Khan
Hardik Pandya,3,19,0,0,15.79,c Basil Thampi b S Kaul
Mitchell McClenaghan,0,2,0,0,0.0,lbw b S Kaul
Mayank Markande,1,2,0,0,50.0,lbw b S Kaul
Jasprit  Bumrah,6,5,1,0,120.0,not out
Mustafizur Rahman,1,3,0,0,33.33,c (sub)Deepak Hooda b Basil Thampi
