batter,runs,balls,fours,sixes,strike_rate,dismissal
de Kock,4,5,1,0,80.0,c Jitesh Sharma b Hazlewood
Narine,44,26,5,3,169.23,c Jitesh Sharma b Rasikh Salam
Ajinkya Rahane,56,31,6,4,180.65,c Rasikh Salam b Krunal Pandya
Venkatesh Iyer,6,7,1,0,85.71,b Krunal Pandya
Angkrish Raghuvanshi,30,22,2,1,136.36,c Jitesh Sharma b Yash Dayal
Rinku Singh,12,10,1,0,120.0,b Krunal Pandya
Russell,4,3,1,0,133.33,b Suyash Sharma
Ramandeep Singh,6,9,0,0,66.67,not out
Harshit Rana,5,6,1,0,83.33,c Jitesh Sharma b Hazlewood
Spencer Johnson,1,1,0,0,100.0,not out
