over,runs,wickets
1,7,0
2,11,0
3,22,0
4,5,0
5,13,0
6,23,0
7,21,0
8,15,0
9,11,0
10,20,0
11,13,0
12,12,0
13,7,0
14,11,0
15,11,0
16,12,0
17,18,0
18,11,0
19,13,0
20,21,0
