bowler,overs,maidens,runs,wickets,economy
Jean-Paul Duminy,2,0,3,1,1.5
Ishant Sharma,4,0,30,2,7.5
Pragyan Ojha,4,0,16,0,4.0
Anand Rajan,3,0,27,3,9.0
Daniel Christian,3,0,21,0,7.0
Amit Mishra,4,0,18,1,4.5
