batter,runs,balls,fours,sixes,strike_rate,dismissal
Noa Acawei,13,13,1,1,100.0,run out (Jarryd Allan/Nicholas Venables)
Metuisela Beitaki,0,1,0,0,0.0,c Patrick Matautaava b Darren Wotu
Seru Tupou,12,23,1,0,52.17,lbw b Joshua Rasu
Peni Vuniwaqa,1,3,0,0,33.33,c Clement Tommy b Darren Wotu
Vilisoni Veiqravi,9,16,0,1,56.25,c Andrew Mansale b Williamsing Nalisa
Kitione Tayaga,4,9,0,0,44.44,c and b Nalin Nipiko
Josaia Baleicikoibia,1,4,0,0,25.0,run out (Junior Kaltapau/Clement Tommy)
Savenaca Waqabaca,2,9,0,0,22.22,not out
Peni Dakainivanua,0,2,0,0,0.0,c Clement Tommy b Joshua Rasu
Siteri Tabuisulu,2,5,0,0,40.0,st Clement Tommy b Williamsing Nalisa
Viliame Waqavakatoga,0,3,0,0,0.0,b Williamsing Nalisa
