bowler,overs,maidens,runs,wickets,economy
Cummins,4,0,49,0,12.2
Shivam Mavi,3,0,40,0,13.3
Chakravarthy,4,0,49,1,12.2
Narine,2,0,26,0,13.0
Russell,4,0,29,2,7.2
K Nagarkoti,3,0,35,1,11.7
