batter,runs,balls,fours,sixes,strike_rate,dismissal
de Kock,46,37,4,2,124.32,c Jitesh Sharma b Sandeep Sharma
Rahul,6,11,1,0,54.55,c Jitesh Sharma b Rabada
Deepak Hooda,34,28,1,2,121.43,run out (Bairstow)
Krunal Pandya,7,7,1,0,100.0,c Dhawan b Rabada
Stoinis,1,4,0,0,25.0,c and b Rahul Chahar
Ayush Badoni,4,4,0,0,100.0,c Livingstone b Rabada
Holder,11,8,0,1,137.5,c Sandeep Sharma b Rahul Chahar
Chameera,17,10,0,2,170.0,c Rahul Chahar b Rabada
Mohsin Khan,13,6,1,1,216.67,not out
Avesh Khan,2,5,0,0,40.0,not out
