batter,runs,balls,fours,sixes,strike_rate,dismissal
Ruturaj Gaikwad,7,6,1,0,116.67,c Ishan Kishan b Daniel Sams
Conway,0,1,0,0,0.0,lbw b Daniel Sams
Moeen,0,2,0,0,0.0,c Hrithik Shokeen b Daniel Sams
Uthappa,1,6,0,0,16.67,lbw b Bumrah
Rayudu,10,14,2,0,71.43,c Ishan Kishan b Riley Meredith
Dhoni,36,33,4,2,109.09,not out
Shivam Dube,10,9,1,0,111.11,c Ishan Kishan b Riley Meredith
DJ Bravo,12,15,0,1,80.0,c Tilak Varma b Kumar Kartikeya
Simarjeet Singh,2,3,0,0,66.67,lbw b Kumar Kartikeya
M Theekshana,0,3,0,0,0.0,c Rohit b Ramandeep Singh
Mukesh Choudhary,4,4,1,0,100.0,run out (Ishan Kishan)
