over,runs,wickets
1,5,0
2,14,0
3,10,0
4,11,0
5,13,0
6,10,0
7,11,0
8,2,0
9,11,0
10,10,0
11,8,0
12,6,0
13,5,0
14,3,0
15,1,0
16,14,0
17,8,0
18,10,0
19,12,0
20,13,0
