Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
ICC MEN'S T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2026,0-10,IDN,T20I,"Sano, Kanto",08 May 26,10,1,0
INDONESIA T20I TRI-SERIES 2025,2-21,IDN,T20I,Bali,13 Jul 25,10.5,2,0
INDONESIA T20I TRI-SERIES 2025,1-13,SKR,T20I,Bali,12 Jul 25,10.8,1.2,0
INDONESIA T20I TRI-SERIES 2025,0-15,IDN,T20I,Bali,10 Jul 25,7.5,2,0
INDONESIA T20I TRI-SERIES 2025,0-10,SKR,T20I,Bali,10 Jul 25,5,2,1
INDONESIA T20I TRI-SERIES 2025,0-21,SKR,T20I,Bali,09 Jul 25,10.5,2,0
INDONESIA T20I TRI-SERIES 2025,0-19,IDN,T20I,Bali,07 Jul 25,9.5,2,0
INDONESIA T20I TRI-SERIES 2025,1-5,SKR,T20I,Bali,07 Jul 25,1.6,3,1
INDONESIA T20I TRI-SERIES 2025,3-21,IDN,T20I,Bali,06 Jul 25,7,3,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,0-9,IDN,T20I,Bali,23 Dec 23,8.1,1.1,0
PHILIPPINES TOUR OF INDONESIA T20I SERIES 2023,0-33,IDN,T20I,Bali,22 Dec 23,16.5,2,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,0-15,VAN,T20I,Port Moresby,29 Jul 23,13.6,1.1,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,2-33,JPN,T20I,Port Moresby,26 Jul 23,8.2,4,0
ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2023,0-19,VAN,T20I,Port Moresby,25 Jul 23,9.5,2,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,0-48,BHR,T20I,Al Amerat,22 Feb 22,12,4,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,1-46,NEP,T20I,Al Amerat,19 Feb 22,15.3,3,0
ICC MENS T20 WORLD CUP QUALIFIER A 2022,0-14,CAN,T20I,Al Amerat,18 Feb 22,14,1,0
