batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,8,5,2,0,160.0,c Karthik b Nannes
Herschelle Gibbs,0,4,0,0,0.0,c de Villiers b Nannes
Dwayne Smith,48,28,5,2,171.43,c Vettori b Nehra
Venugopal Rao,16,15,1,0,106.67,b Nehra
RP Singh,2,4,0,0,50.0,not out
Rohit Sharma,17,20,2,0,85.0,c Manhas b Mishra
Pragyan Ojha,1,1,0,0,100.0,run out (Vettori/Karthik)
Shoaib Ahmed,0,3,0,0,0.0,run out (Karthik)
Tirumalsetti Suman,23,14,1,1,164.29,c de Villiers b Sangwan
Azhar Bilakhia,22,27,2,0,81.48,lbw b Vettori
