batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,10,7,1,0,142.86,c B McCullum b L Balaji
Irfan Pathan,6,3,1,0,200.0,not out
Mahela Jayawardene,40,33,6,0,121.21,st B McCullum b I Abdulla
Venugopal Rao,13,22,0,0,59.09,c R Bhatia b J Kallis
Ross Taylor,11,8,0,1,137.5,c sub (P Sangwan) b J Kallis
Morne Morkel,0,1,0,0,0.0,c R Bhatia b S Narine
Naman Ojha,28,28,4,1,100.0,c G Gambhir b R Bhatia
David Warner,7,6,0,1,116.67,c B McCullum b S Hasan
Umesh Yadav,1,1,0,0,100.0,not out
Pawan Negi,14,11,2,0,127.27,st B McCullum b S Narine
