bowler,overs,maidens,runs,wickets,economy
Lakshmipathy Balaji,2,0,11,1,5.5
Shakib Al Hasan,4,0,36,1,9.0
Jacques Kallis,4,0,24,2,6.0
Sunil Narine,4,0,24,2,6.0
Iqbal Abdulla,4,0,24,1,6.0
Rajat Bhatia,2,0,16,1,8.0
