batter,runs,balls,fours,sixes,strike_rate,dismissal
R Tripathi,27,15,4,1,180.0,c Karthik b A Russell
Jos Buttler,39,22,5,2,177.27,c Searles b Kuldeep Yadav
A Rahane,11,12,1,0,91.67,b Kuldeep Yadav
Samson,12,10,2,0,120.0,lbw b Narine
Stokes,11,13,0,0,84.62,c and b Kuldeep Yadav
Binny,1,4,0,0,25.0,st Karthik b Kuldeep Yadav
Gowtham,3,5,0,0,60.0,c Karthik b Shivam Mavi
Unadkat,26,18,3,1,144.44,b Prasidh
Ish Sodhi,1,6,0,0,16.67,c Karthik b Prasidh
Jofra Archer,6,5,1,0,120.0,c Shubman Gill b A Russell
Anureet Singh,3,4,0,0,75.0,not out
