batter,runs,balls,fours,sixes,strike_rate,dismissal
Kohli,5,4,1,0,125.0,lbw b Prasidh
Devdutt Padikkal,22,20,3,0,110.0,c Karthik b Lockie Ferguson
Srikar Bharat,16,19,1,0,84.21,c Shubman Gill b Russell
Maxwell,10,17,0,0,58.82,b Chakravarthy
de Villiers,0,1,0,0,0.0,b Russell
Sachin Baby,7,17,0,0,41.18,c Nitish Rana b Chakravarthy
W Hasaranga,0,1,0,0,0.0,lbw b Chakravarthy
Jamieson,4,12,0,0,33.33,run out (Chakravarthy)
Harshal Patel,12,10,2,0,120.0,b Lockie Ferguson
Siraj,8,10,1,0,80.0,c Chakravarthy b Russell
Chahal,2,6,0,0,33.33,not out
