batter,runs,balls,fours,sixes,strike_rate,dismissal
Dinesh Karthik,28,26,4,0,107.69,c Mohit Sharma b Nehra
Chris Gayle,41,43,2,3,95.35,c & b Raina
AB de Villiers,1,3,0,0,33.33,lbw b Nehra
Virat Kohli,12,9,1,1,133.33,c Mohit Sharma b Nehra
Sreenath Aravind,0,1,0,0,0.0,not out
Mandeep Singh,4,7,0,0,57.14,c M Hussey b Ashwin
Mitchell Starc,1,1,0,0,100.0,not out
Harshal Patel,2,2,0,0,100.0,run out (Dhoni)
David Wiese,12,7,0,1,171.43,c DJ Bravo b Mohit Sharma
Sarfaraz Khan,31,21,4,0,147.62,c Negi b DJ Bravo
