Stat,Test,ODI,T20,IPL
Matches,0,1,6,80
Innings,0,1,6,79
Balls,0,60,132,1694
Runs,0,54,167,2196
Maidens,0,0,0,1
Wickets,0,3,7,75
Avg,0.0,18.0,23.86,29.28
Eco,0,5.4,7.59,7.78
SR,0.0,20.0,18.86,22.59
BBI,-/-,3/54,3/15,4/27
BBM,-/-,3/54,3/15,4/27
