Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,34(30),SRH,T20,Hyderabad,18 Apr 26,113.3,3,0
INDIAN PREMIER LEAGUE 2026,2(7),RR,T20,Guwahati,30 Mar 26,28.5,0,0
"AUSTRALIA TOUR OF PAKISTAN, 2026",2(4),PAK,T20I,Lahore,01 Feb 26,50,0,0
"AUSTRALIA TOUR OF PAKISTAN, 2026",27(23),PAK,T20I,Lahore,31 Jan 26,117.3,3,0
"AUSTRALIA TOUR OF PAKISTAN, 2026",5(4),PAK,T20I,Lahore,29 Jan 26,125,1,0
"INDIA TOUR OF AUSTRALIA, 2025",25(19),IND,T20I,Queensland,06 Nov 25,131.5,2,2
"INDIA TOUR OF AUSTRALIA, 2025",26*(15),IND,T20I,Hobart,02 Nov 25,173.3,2,1
"INDIA TOUR OF AUSTRALIA, 2025",0(1),IND,T20I,Melbourne,31 Oct 25,0,0,0
"INDIA TOUR OF AUSTRALIA, 2025",30(41),IND,ODI,Sydney,25 Oct 25,73.1,2,0
"INDIA TOUR OF AUSTRALIA, 2025",74(78),IND,ODI,Adelaide,23 Oct 25,94.8,4,2
"INDIA TOUR OF AUSTRALIA, 2025",8(17),IND,ODI,Perth,19 Oct 25,47,1,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",7(12),NZ,T20I,Mount Maunganui,04 Oct 25,58.3,1,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",2*(2),NZ,T20I,Mount Maunganui,03 Oct 25,100,0,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2025",29(18),NZ,T20I,Mount Maunganui,01 Oct 25,161.1,2,2
"ICC CHAMPIONS TROPHY, 2025",20(15),AFG,ODI,Lahore,28 Feb 25,133.3,3,1
"ICC CHAMPIONS TROPHY, 2025",63(66),ENG,ODI,Lahore,22 Feb 25,95.4,9,1
"AUSTRALIA TOUR OF SRI LANKA, 2025",2(8),SL,ODI,Colombo,14 Feb 25,25,0,0
"AUSTRALIA TOUR OF SRI LANKA, 2025",0(2),SL,ODI,Colombo,12 Feb 25,0,0,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",2(4),PAK,T20I,Hobart,18 Nov 24,50,0,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",32(17),PAK,T20I,Sydney,16 Nov 24,188.2,2,2
"PAKISTAN TOUR OF AUSTRALIA, 2024",7(4),PAK,T20I,Brisbane,14 Nov 24,175,0,1
"PAKISTAN TOUR OF AUSTRALIA, 2024",22(30),PAK,ODI,Perth,10 Nov 24,73.3,1,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",19(15),PAK,ODI,Adelaide,08 Nov 24,126.6,3,0
"PAKISTAN TOUR OF AUSTRALIA, 2024",1(4),PAK,ODI,Melbourne,04 Nov 24,25,0,0
"AUSTRALIA TOUR OF ENGLAND, 2024",58(30),ENG,ODI,Bristol,29 Sep 24,193.3,7,4
"AUSTRALIA TOUR OF ENGLAND, 2024",14(12),ENG,ODI,Chester-le-Street,24 Sep 24,116.6,1,1
"AUSTRALIA TOUR OF ENGLAND, 2024",29(36),ENG,ODI,Leeds,21 Sep 24,80.5,4,1
"AUSTRALIA TOUR OF ENGLAND, 2024",DNB,ENG,ODI,Nottingham,19 Sep 24,DNB,DNB,DNB
"AUSTRALIA TOUR OF ENGLAND, 2024",28(24),ENG,T20I,Cardiff,13 Sep 24,116.6,3,1
"AUSTRALIA TOUR OF ENGLAND, 2024",41(26),ENG,T20I,Southampton,11 Sep 24,157.6,4,2
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",27(11),NZ,T20I,Auckland,25 Feb 24,245.4,1,3
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",DNB,NZ,T20I,Wellington,21 Feb 24,DNB,DNB,DNB
"WEST INDIES TOUR OF AUSTRALIA, 2024",41(55),WI,ODI,Sydney,04 Feb 24,74.5,1,1
"WEST INDIES TOUR OF AUSTRALIA, 2024",DNB,WI,ODI,Melbourne,02 Feb 24,DNB,DNB,DNB
"AUSTRALIA TOUR OF INDIA, 2023",16(11),IND,T20I,Bengaluru,03 Dec 23,145.4,2,0
"AUSTRALIA TOUR OF INDIA, 2023",22(19),IND,T20I,Raipur,01 Dec 23,115.7,2,1
"AUSTRALIA TOUR OF INDIA, 2023",19(10),IND,T20I,Thiruvananthapuram,26 Nov 23,190,3,0
"AUSTRALIA TOUR OF INDIA, 2023",13(11),IND,T20I,Visakhapatnam,23 Nov 23,118.1,3,0
"AUSTRALIA TOUR OF INDIA, 2023",9(8),IND,ODI,Indore,24 Sep 23,112.5,2,0
"AUSTRALIA TOUR OF INDIA, 2023",2(4),IND,ODI,Mohali,22 Sep 23,50,0,0
