batter,runs,balls,fours,sixes,strike_rate,dismissal
Mitchell Marsh,34,24,3,2,141.67,c Tilak Varma b Boult
Aiden Markram,9,11,2,0,81.82,c Naman Dhir b Bumrah
Nicholas Pooran,27,15,1,3,180.0,c Suryakumar Yadav b Will Jacks
Rishabh Pant,4,2,1,0,200.0,c Karn Sharma b Will Jacks
Ayush Badoni,35,22,2,2,159.09,c Will Jacks b Boult
David Miller,24,16,3,0,150.0,c Corbin Bosch b Bumrah
Abdul Samad,2,4,0,0,50.0,b Bumrah
Ravi Bishnoi,13,14,0,2,92.86,b Corbin Bosch
Avesh Khan,0,1,0,0,0.0,b Bumrah
Prince Yadav,4,9,0,0,44.44,not out
Digvesh Singh Rathi,1,3,0,0,33.33,b Boult
