over,runs,wickets
1,9,0
2,9,0
3,2,0
4,9,0
5,11,0
6,20,0
7,7,0
8,6,0
9,10,0
10,20,0
11,6,0
12,3,0
13,11,0
14,11,0
15,6,0
16,2,0
17,6,0
18,7,0
19,3,0
20,3,0
